,base,yng,mid,old
2016-09-13,34348319,11,7,39
2016-09-14,34757586,7,6,94
2016-09-15,35396871,6,4,66
2016-09-16,35786138,21,11,40
2016-09-17,37772991,14,3,124
2016-09-18,38877934,20,1,169
2016-09-19,41609566,22,4,117
2016-09-20,37989018,73,5,235
2016-09-21,34885010,27,6,938
2016-09-22,37567942,18,11,240
2016-09-23,35698067,21,5,125
2016-09-24,37277736,15,4,91
2016-09-25,40534021,14,6,73
2016-09-26,35513320,15,6,167
2016-09-27,35197973,15,6,90
2016-09-28,36093683,14,3,78
2016-09-29,35066112,17,6,62
2016-09-30,35126698,36,4,101
2016-10-01,36981585,29,3,60
2016-10-02,39280559,68,6,53
2016-10-03,35594578,33,5,58
2016-10-04,34882347,12,10,70
2016-10-05,35243905,18,7,76
2016-10-06,34090119,13,4,65
2016-10-07,33936488,16,6,72
2016-10-08,38039463,14,6,63
2016-10-09,37925437,17,1,30
2016-10-10,39133943,34,6,49
2016-10-11,34472470,15,7,46
2016-10-12,34239664,21,3,38
2016-10-13,33828015,26,2,43
2016-10-14,34690120,21,3,64
2016-10-15,35563391,18,6,63
2016-10-16,38197879,14,4,45
2016-10-17,35192543,29,3,49
2016-10-18,34285226,10,2,49
2016-10-19,35109975,22,3,38
2016-10-20,36315085,15,7,45
2016-10-21,36321304,5,3,93
2016-10-22,35948564,15,3,49
2016-10-23,37913611,14,5,46
2016-10-24,34563499,10,5,57
2016-10-25,34567575,23,5,53
2016-10-26,34709252,34,8,52
2016-10-27,35334938,21,10,62
2016-10-28,34911653,40,8,1257
2016-10-29,37683548,42,10,1147
2016-10-30,37496829,33,6,396
2016-10-31,36263418,30,7,703
2016-11-01,34029288,13,4,406
2016-11-02,33852956,41,2,223
2016-11-03,36715563,23,9,76
2016-11-04,34976768,16,14,172
2016-11-05,36637158,13,6,244
2016-11-06,38508788,26,5,218
2016-11-07,34474899,24,3,239
2016-11-08,34115707,23,3,136
2016-11-09,35392132,8,3,109
2016-11-10,34285764,25,3,655
2016-11-11,36296195,36,4,694
2016-11-12,37338754,178,8,3493
2016-11-13,38227204,148,6,3452
2016-11-14,35392351,119,10,3332
2016-11-15,35234382,86,9,2290
2016-11-16,33884014,120,8,3291
2016-11-17,36005666,83,13,2011
2016-11-18,35003623,33,9,970
2016-11-19,36079061,42,6,935
2016-11-20,37534751,36,8,1287
2016-11-21,34384738,77,7,1800
2016-11-22,37005515,61,11,1311
2016-11-23,37227254,45,4,702
2016-11-24,37664714,30,7,678
2016-11-25,34350005,30,12,805
2016-11-26,36074252,41,1,421
2016-11-27,38605663,25,3,620
2016-11-28,35170681,26,5,589
2016-11-29,36563705,43,3,441
2016-11-30,34149932,26,3,323
2016-12-01,35325851,29,3,791
2016-12-02,35024047,171,7,1017
2016-12-03,36615024,66,4,814
2016-12-04,38925288,52,3,818
2016-12-05,35539800,51,10,836
2016-12-06,35481231,59,5,875
2016-12-07,35965279,26,13,456
2016-12-08,34796359,19,8,372
2016-12-09,35805235,32,5,575
2016-12-10,35754783,36,4,580
2016-12-11,37396501,35,9,546
2016-12-12,35016527,27,7,263
2016-12-13,34855144,31,5,386
2016-12-14,37119523,37,7,732
2016-12-15,34926523,30,3,514
2016-12-16,34609831,39,3,564
2016-12-17,35834282,41,2,631
2016-12-18,38746292,30,4,441
2016-12-19,35291215,39,6,474
2016-12-20,35467059,23,3,306
2016-12-21,32972213,26,7,281
2016-12-22,36303813,12,8,268
2016-12-23,38416324,22,6,232
2016-12-24,39583693,16,3,163
2016-12-25,40126274,21,6,134
2016-12-26,36052066,20,8,265
2016-12-27,35269166,22,3,274
2016-12-28,37200440,24,2,190
2016-12-29,38798766,43,5,209
2016-12-30,38855148,19,1,176
2016-12-31,51459845,23,4,244
2017-01-01,47689829,16,2,111
2017-01-02,34690752,12,11,138
2017-01-03,36067428,17,2,125
2017-01-04,35014596,33,1,255
2017-01-05,35537254,23,4,277
2017-01-06,34857679,16,2,261
2017-01-07,35923171,10,10,172
2017-01-08,37555668,16,4,159
2017-01-09,41711127,35,6,226
2017-01-10,35173379,17,4,223
2017-01-11,33738417,21,1,185
2017-01-12,34011430,62,4,231
2017-01-13,34886577,28,3,175
2017-01-14,36247074,23,6,104
2017-01-15,38467666,26,3,124
2017-01-16,34233496,30,7,441
2017-01-17,34012605,38,4,524
2017-01-18,33427934,13,4,196
2017-01-19,34126896,15,7,221
2017-01-20,35690382,6,7,228
2017-01-21,37497270,12,2,144
2017-01-22,38595191,24,2,414
2017-01-23,34922508,21,4,218
2017-01-24,34355071,29,6,219
2017-01-25,35184787,15,1,191
2017-01-26,34058866,15,3,214
2017-01-27,35048464,20,6,244
2017-01-28,36380962,8,7,202
2017-01-29,38761642,11,7,165
2017-01-30,35142719,20,7,216
2017-01-31,34912189,18,8,232
2017-02-01,35069479,10,3,185
2017-02-02,35090721,13,7,140
2017-02-03,35650762,14,4,504
2017-02-04,36589608,25,1,214
2017-02-05,38731914,10,1,124
2017-02-06,35350803,16,3,155
2017-02-07,34677774,46,9,273
2017-02-08,35670720,19,4,236
2017-02-09,35070893,14,3,150
2017-02-10,36132954,11,2,153
2017-02-11,38334267,21,6,208
2017-02-12,39763588,15,2,267
2017-02-13,36066780,20,5,219
2017-02-14,37846650,19,4,184
2017-02-15,35548481,13,3,143
2017-02-16,35595188,34,4,304
2017-02-17,35796843,23,2,259
2017-02-18,38051069,12,3,232
2017-02-19,40239216,14,5,240
2017-02-20,36078058,14,5,273
2017-02-21,35012717,14,4,187
2017-02-22,36440510,11,3,177
2017-02-23,35107590,19,3,172
2017-02-24,35912715,25,3,139
2017-02-25,36486596,25,6,115
2017-02-26,38515768,17,3,133
2017-02-27,34308012,10,4,135
2017-02-28,34789518,11,5,119
2017-03-01,36028041,15,5,493
2017-03-02,34671388,20,3,288
2017-03-03,36222752,16,5,167
2017-03-04,37306293,18,5,88
2017-03-05,38168793,16,5,89
2017-03-06,34654844,11,4,163
2017-03-07,36638772,28,3,323
2017-03-08,35825490,17,3,289
2017-03-09,35136938,13,6,166
2017-03-10,36177088,17,6,125
2017-03-11,36908408,19,5,98
2017-03-12,41325155,27,5,220
2017-03-13,36176671,37,3,227
2017-03-14,37340894,23,4,179
2017-03-15,37348396,15,1,171
2017-03-16,35766652,15,4,137
2017-03-17,36174355,38,4,428
2017-03-18,37218548,20,0,299
2017-03-19,37666197,17,7,133
2017-03-20,37316698,22,4,123
2017-03-21,35479275,22,4,186
2017-03-22,37222857,14,1,183
2017-03-23,36116651,15,8,133
2017-03-24,36307729,8,2,114
2017-03-25,37719067,17,2,63
2017-03-26,39296637,17,5,124
2017-03-27,35616766,19,1,118
2017-03-28,36104655,7,1,94
2017-03-29,36631055,21,1,228
2017-03-30,36821496,21,3,127
2017-03-31,38651092,23,4,242
2017-04-01,43072722,15,5,237
2017-04-02,38390599,12,4,181
2017-04-03,35585143,13,5,142
2017-04-04,35857771,21,4,132
2017-04-05,36477732,13,4,156
2017-04-06,35833913,11,2,138
2017-04-07,36097982,22,2,120
2017-04-08,37474483,23,5,125
2017-04-09,38616093,19,2,125
2017-04-10,34534024,11,2,105
2017-04-11,33951242,13,3,99
2017-04-12,33607931,7,3,134
2017-04-13,34095208,7,4,107
2017-04-14,35717587,12,4,188
2017-04-15,36353510,8,1,113
2017-04-16,38087831,19,5,157
2017-04-17,34009248,24,5,179
2017-04-18,33491698,21,3,220
2017-04-19,33296046,17,1,134
2017-04-20,33358302,13,8,95
2017-04-21,33864582,12,5,121
2017-04-22,35808133,31,7,678
2017-04-23,35658952,19,9,218
2017-04-24,32027544,15,5,145
2017-04-25,34403472,12,5,118
2017-04-26,35022908,23,1,138
2017-04-27,34928536,19,8,135
2017-04-28,36413069,14,4,86
2017-04-29,39355805,15,2,89
2017-04-30,38951926,15,4,69
2017-05-01,35547442,14,12,125
2017-05-02,35215856,42,11,880
2017-05-03,36833166,46,2,720
2017-05-04,36629716,18,8,292
2017-05-05,37816972,17,4,273
2017-05-06,38146681,33,3,316
2017-05-07,40876185,21,5,124
2017-05-08,34926037,19,7,227
2017-05-09,34742432,19,15,167
2017-05-10,34996297,21,4,250
2017-05-11,33984063,18,8,164
2017-05-12,34946177,19,4,128
2017-05-13,38066467,14,5,113
2017-05-14,40026288,11,5,84
2017-05-15,35298756,8,4,115
2017-05-16,35447051,10,2,213
2017-05-17,35315506,17,4,150
2017-05-18,35193996,20,11,117
2017-05-19,34164807,15,5,199
2017-05-20,37995605,10,6,209
2017-05-21,40238313,8,5,105
2017-05-22,35510256,13,4,150
2017-05-23,35415706,33,7,122
2017-05-24,35876170,17,5,113
2017-05-25,34339726,15,1,92
2017-05-26,35864902,11,5,135
2017-05-27,38537644,22,4,156
2017-05-28,38584814,12,2,119
2017-05-29,35885053,15,4,98
2017-05-30,36458001,19,14,104
2017-05-31,36106657,17,5,104
2017-06-01,36970375,16,4,115
2017-06-02,36111999,16,7,98
2017-06-03,36975533,14,7,82
2017-06-04,39233551,13,3,100
2017-06-05,35085017,11,1,92
2017-06-06,36128934,24,6,87
2017-06-07,35757326,11,6,87
2017-06-08,35627651,17,4,82
2017-06-09,37870163,11,1,90
2017-06-10,38729363,24,9,125
2017-06-11,39447569,14,6,135
2017-06-12,36198541,14,2,124
2017-06-13,36267690,15,5,115
2017-06-14,36752498,22,2,109
2017-06-15,36833302,11,5,98
2017-06-16,38224305,22,5,123
2017-06-17,39508294,14,3,68
2017-06-18,39014601,15,1,72
2017-06-19,36111762,13,5,132
2017-06-20,35783393,22,4,107
2017-06-21,36089463,17,6,83
2017-06-22,35760842,22,8,92
2017-06-23,37390571,9,4,96
2017-06-24,38137910,15,5,322
2017-06-25,40720371,12,8,121
2017-06-26,36325649,16,4,124
2017-06-27,36017718,14,8,102
2017-06-28,38387783,19,8,79
2017-06-29,37589280,14,10,89
2017-06-30,38157271,16,12,493
2017-07-01,43657147,21,3,231
2017-07-02,43443520,15,7,88
2017-07-03,38037098,16,3,109
2017-07-04,38503348,5,5,81
2017-07-05,37153377,21,4,104
2017-07-06,38186527,15,4,96
2017-07-07,39829843,10,5,91
2017-07-08,40281607,20,4,81
2017-07-09,41634953,14,8,67
2017-07-10,38171789,10,5,53
2017-07-11,37156549,10,3,78
2017-07-12,37712110,9,6,83
2017-07-13,36545885,15,6,159
2017-07-14,38553510,11,7,88
2017-07-15,40767237,14,5,73
2017-07-16,39538699,17,6,53
2017-07-17,39933410,25,6,72
2017-07-18,37753543,13,3,64
2017-07-19,37294072,19,2,66
2017-07-20,37526005,12,4,70
2017-07-21,38784389,26,4,159
2017-07-22,39008598,18,4,113
2017-07-23,39927057,8,4,60
2017-07-24,37859075,19,5,61
2017-07-25,38671676,13,8,96
2017-07-26,38288054,15,5,96
2017-07-27,37947098,9,3,50
2017-07-28,38436791,8,2,66
2017-07-29,40291150,10,3,55
2017-07-30,42916013,9,4,73
2017-07-31,37959076,17,6,204
2017-08-01,37698898,10,2,112
2017-08-02,38483334,10,4,62
2017-08-03,37197602,17,2,91
2017-08-04,38644812,229,7,84
2017-08-05,39147653,76,3,66
2017-08-06,40618646,19,1,68
2017-08-07,38177843,18,2,96
2017-08-08,38401638,10,8,74
2017-08-09,38908801,10,2,65
2017-08-10,38598031,17,4,90
2017-08-11,40738001,10,1,54
2017-08-12,39572191,15,4,61
2017-08-13,40502116,21,3,85
2017-08-14,38364941,21,5,145
2017-08-15,38681201,14,6,90
2017-08-16,39507511,30,7,71
2017-08-17,38865246,25,1,88
2017-08-18,39953261,25,5,93
2017-08-19,41344035,14,7,73
2017-08-20,41162620,47,5,126
2017-08-21,37081718,56,9,100
2017-08-22,38148139,28,3,78
2017-08-23,38675479,18,4,92
2017-08-24,38173170,25,5,81
2017-08-25,39179526,29,3,124
2017-08-26,40663598,31,7,78
2017-08-27,41195859,14,6,65
2017-08-28,36517106,32,2,79
2017-08-29,38712401,24,7,89
2017-08-30,37619007,21,4,108
2017-08-31,38302530,16,4,84
2017-09-01,37462104,8,10,90
2017-09-02,37919766,19,2,72
2017-09-03,40425012,7,4,86
2017-09-04,35552053,19,5,115
2017-09-05,35753344,16,3,101
2017-09-06,35846307,22,5,89
2017-09-07,36091625,14,2,84
2017-09-08,37291519,21,4,95
2017-09-09,38489418,14,3,104
2017-09-10,39884097,22,8,87
2017-09-11,35707646,10,5,87
2017-09-12,36162102,17,4,106
2017-09-13,37083170,20,3,101
2017-09-14,36596818,6,6,92
2017-09-15,37783991,15,2,97
2017-09-16,38766385,9,1,83
2017-09-17,42016651,13,4,55
2017-09-18,42220669,18,3,52
2017-09-19,36685838,13,4,81
2017-09-20,37809915,16,2,98
2017-09-21,37830287,17,7,99
2017-09-22,37114099,15,3,86
2017-09-23,39865729,13,5,120
2017-09-24,42829149,10,11,99
2017-09-25,38067035,13,4,89
2017-09-26,36455891,13,9,93
2017-09-27,37598273,3,4,79
2017-09-28,36931538,12,7,96
2017-09-29,38768379,16,3,89
2017-09-30,38679950,8,7,62
2017-10-01,41511455,12,6,72
2017-10-02,36405475,10,4,104
2017-10-03,36591528,12,8,75
2017-10-04,36365646,17,4,82
2017-10-05,35392462,12,7,79
2017-10-06,37009676,12,4,71
2017-10-07,38647960,19,7,75
2017-10-08,40375123,26,4,91
2017-10-09,40223909,16,8,76
2017-10-10,37853151,20,2,91
2017-10-11,36751955,26,4,221
2017-10-12,37087143,14,8,159
2017-10-13,37661575,22,9,145
2017-10-14,40261674,19,5,96
2017-10-15,40054458,40,7,101
2017-10-16,36151234,10,4,93
2017-10-17,35695318,33,15,134
2017-10-18,36166326,32,7,96
2017-10-19,35448184,15,6,135
2017-10-20,36272382,87,17,1606
2017-10-21,39558323,34,10,497
2017-10-22,44122698,23,4,231
2017-10-23,41501304,12,6,104
2017-10-24,36415297,17,5,91
2017-10-25,36574377,22,12,168
2017-10-26,36067688,22,8,174
2017-10-27,35583216,23,5,142
2017-10-28,37588425,16,9,91
2017-10-29,40354238,17,3,92
2017-10-30,35761174,57,4,113
2017-10-31,36691161,30,6,95
2017-11-01,35938443,24,5,99
2017-11-02,36610249,26,7,320
2017-11-03,40163816,17,4,143
2017-11-04,41245577,17,2,125
2017-11-05,40311792,16,15,67
2017-11-06,35117105,9,4,84
2017-11-07,34537978,23,3,124
2017-11-08,35294902,14,0,137
2017-11-09,35545028,16,7,156
2017-11-10,36185411,19,2,128
2017-11-11,38694693,13,1,92
2017-11-12,41217362,11,6,72
2017-11-13,35055465,17,9,91
2017-11-14,34894114,7,7,103
2017-11-15,36543570,20,10,94
2017-11-16,36290615,8,7,72
2017-11-17,36938649,13,3,112
2017-11-18,36430289,14,8,78
2017-11-19,39756666,7,8,68
2017-11-20,34853319,22,5,90
2017-11-21,34255401,18,5,157
2017-11-22,33641741,14,8,76
2017-11-23,35582223,11,1,51
2017-11-24,33795265,8,2,79
2017-11-25,35671084,11,5,94
2017-11-26,37500331,21,6,89
2017-11-27,33459048,12,4,115
2017-11-28,36378411,12,1,95
2017-11-29,35446254,19,2,62
2017-11-30,34484097,21,3,47
2017-12-01,35871128,12,9,85
2017-12-02,37720188,12,4,46
2017-12-03,39153945,14,1,88
2017-12-04,34924623,18,3,84
2017-12-05,35035294,15,1,76
2017-12-06,37063855,17,6,73
2017-12-07,35278653,9,5,75
2017-12-08,35816775,9,6,80
2017-12-09,37715316,10,9,63
2017-12-10,38732320,16,2,67
2017-12-11,35821668,17,6,71
2017-12-12,36085967,19,8,78
2017-12-13,37538194,14,3,107
2017-12-14,35182246,29,1,204
2017-12-15,35750789,21,3,143
2017-12-16,36821356,24,8,90
2017-12-17,37960814,15,7,84
2017-12-18,35394300,9,1,208
2017-12-19,35187890,16,11,73
2017-12-20,36245161,16,4,62
2017-12-21,35577769,21,3,77
2017-12-22,38222218,11,1,81
2017-12-23,38414584,14,6,56
2017-12-24,41691355,14,6,75
2017-12-25,38474807,19,4,100
2017-12-26,35117342,30,5,74
2017-12-27,35996499,17,2,107
2017-12-28,35627756,11,6,75
2017-12-29,37182319,20,2,112
2017-12-30,37528658,10,3,92
2017-12-31,49984768,14,5,76
2018-01-01,48315396,11,3,47
2018-01-02,34212099,8,4,56
2018-01-03,36832422,3,4,85
2018-01-04,34126834,15,6,112
2018-01-05,35161735,11,5,102
2018-01-06,36519098,19,9,91
2018-01-07,36883286,19,4,63
2018-01-08,37332828,19,5,50
2018-01-09,34027358,81,5,637
2018-01-10,33626488,140,12,1590
2018-01-11,33721748,94,6,1012
2018-01-12,34818670,97,5,1318
2018-01-13,35703623,45,5,622
2018-01-14,37816558,28,3,368
2018-01-15,33945011,32,3,226
2018-01-16,33648480,26,3,268
2018-01-17,34898775,20,7,218
2018-01-18,34327970,20,2,160
2018-01-19,34996773,16,10,191
2018-01-20,35960138,37,8,503
2018-01-21,38411963,18,3,165
2018-01-22,40505163,29,6,167
2018-01-23,35523939,14,6,148
2018-01-24,35612886,15,5,97
2018-01-25,34866729,14,8,96
2018-01-26,35372566,19,3,125
2018-01-27,36234554,25,12,127
2018-01-28,38083546,17,5,156
2018-01-29,33929599,11,2,125
2018-01-30,34282553,25,3,321
2018-01-31,35849909,47,5,556
2018-02-01,34907193,75,3,383
2018-02-02,36181067,22,8,201
2018-02-03,37437602,19,6,112
2018-02-04,39051658,11,3,90
2018-02-05,34521709,13,1,81
2018-02-06,34754789,15,7,134
2018-02-07,35684343,16,2,104
2018-02-08,35586036,9,2,129
2018-02-09,36623570,17,0,93
2018-02-10,37264611,14,5,75
2018-02-11,38720346,16,0,112
2018-02-12,38405197,22,4,170
2018-02-13,34844622,22,3,113
2018-02-14,38079063,13,3,67
2018-02-15,34812212,24,2,284
2018-02-16,35337371,25,3,214
2018-02-17,39294447,32,4,151
2018-02-18,38877426,28,8,304
2018-02-19,34499592,16,4,261
2018-02-20,34229489,33,2,230
2018-02-21,34621292,28,3,145
2018-02-22,35769709,19,2,133
2018-02-23,35641184,17,7,107
2018-02-24,36817779,21,4,138
2018-02-25,38936188,14,3,112
2018-02-26,35002936,21,4,282
2018-02-27,35214895,20,7,225
2018-02-28,35982466,20,3,200
2018-03-01,37075068,18,4,122
2018-03-02,35657580,17,7,121
2018-03-03,37987125,13,6,120
2018-03-04,39996649,25,7,124
2018-03-05,35638564,35,5,172
2018-03-06,35784839,26,4,166
2018-03-07,37232705,28,11,127
2018-03-08,36202579,34,0,166
2018-03-09,37554616,7,3,105
2018-03-10,38059701,29,4,134
2018-03-11,39015185,26,1,125
2018-03-12,35832580,11,0,96
2018-03-13,35807024,12,6,88
2018-03-14,37355041,14,4,100
2018-03-15,36397303,22,1,129
2018-03-16,36717539,13,3,86
2018-03-17,36931158,13,5,91
2018-03-18,38984270,14,5,70
2018-03-19,36287294,22,3,118
2018-03-20,35788842,17,6,137
2018-03-21,38209051,9,3,89
2018-03-22,35797043,15,4,154
2018-03-23,36914013,27,0,136
2018-03-24,38280864,51,4,102
2018-03-25,39702644,14,6,119
2018-03-26,35703754,19,5,179
2018-03-27,36276721,13,6,105
2018-03-28,36716300,17,7,96
2018-03-29,36081081,14,6,237
2018-03-30,36784558,24,7,139
2018-03-31,38071074,23,3,112
2018-04-01,44233406,16,3,117
2018-04-02,36161041,15,4,116
2018-04-03,36528275,22,5,145
2018-04-04,36755933,27,11,86
2018-04-05,35478139,24,12,91
2018-04-06,36375151,18,5,114
2018-04-07,37741676,20,2,87
2018-04-08,38444079,8,3,77
2018-04-09,35504821,11,8,89
2018-04-10,34951171,43,12,104
2018-04-11,35433472,36,8,114
2018-04-12,35116563,39,6,138
2018-04-13,35815415,24,8,130
2018-04-14,38455271,15,3,102
2018-04-15,39704508,19,5,86
2018-04-16,35372261,33,8,143
2018-04-17,35615528,30,5,228
2018-04-18,35791826,22,0,234
2018-04-19,36258423,16,4,114
2018-04-20,37066565,25,7,120
2018-04-21,38194769,27,10,107
2018-04-22,39731444,22,4,91
2018-04-23,36018182,12,4,81
2018-04-24,36451158,16,2,102
2018-04-25,36675911,19,5,95
2018-04-26,35939210,18,3,105
2018-04-27,36701548,19,3,82
2018-04-28,38635214,10,6,81
2018-04-29,39294918,22,4,67
2018-04-30,38922155,40,1,81
2018-05-01,36877711,15,4,79
2018-05-02,37145248,21,10,108
2018-05-03,38318124,20,10,86
2018-05-04,38450294,12,7,72
2018-05-05,39859275,15,7,47
2018-05-06,41778542,21,3,67
2018-05-07,35609988,13,0,72
2018-05-08,36065164,30,7,88
2018-05-09,35991335,15,2,86
2018-05-10,36832469,14,6,89
2018-05-11,36805642,20,8,76
2018-05-12,38533531,14,4,92
2018-05-13,40378871,13,2,126
2018-05-14,36867448,17,3,123
2018-05-15,37528147,23,5,100
2018-05-16,37686208,17,4,126
2018-05-17,38063658,10,1,118
2018-05-18,38352759,15,3,93
2018-05-19,38906160,25,5,68
2018-05-20,40302903,24,4,123
2018-05-21,35823469,18,5,126
2018-05-22,36849817,25,7,116
2018-05-23,37029297,13,3,87
2018-05-24,37246281,19,8,111
2018-05-25,37342863,13,7,117
2018-05-26,38097248,10,4,110
2018-05-27,40044209,18,5,80
2018-05-28,35924946,130,3,1933
2018-05-29,36168399,98,14,1951
2018-05-30,36965280,72,10,902
2018-05-31,36710752,44,7,524
2018-06-01,37267567,34,4,322
2018-06-02,38116674,26,8,423
2018-06-03,40146836,29,3,245
2018-06-04,36222406,33,3,275
2018-06-05,36337574,24,6,169
2018-06-06,37061419,11,3,168
2018-06-07,36819803,33,5,609
2018-06-08,37671922,24,5,313
2018-06-09,39764695,27,9,303
2018-06-10,40198433,31,4,267
2018-06-11,37068978,28,9,295
2018-06-12,37391037,24,6,201
2018-06-13,37897537,18,2,139
2018-06-14,36562077,15,1,161
2018-06-15,37002804,25,2,164
2018-06-16,38586151,16,9,130
2018-06-17,39665468,22,6,128
2018-06-18,43343086,19,8,130
2018-06-19,40535726,29,9,109
2018-06-20,35925810,18,7,106
2018-06-21,36065319,39,4,122
2018-06-22,36720600,11,4,106
2018-06-23,37672624,17,7,137
2018-06-24,39961293,15,7,141
2018-06-25,39269828,12,6,88
2018-06-26,36600891,22,7,132
2018-06-27,37455212,23,6,135
2018-06-28,39265458,24,1,163
2018-06-29,41821054,21,5,75
2018-06-30,40067375,15,8,121
2018-07-01,43045144,30,3,208
2018-07-02,37925659,32,6,152
2018-07-03,41493967,20,4,104
2018-07-04,36107075,25,5,95
2018-07-05,37048693,16,8,91
2018-07-06,41725558,15,4,93
2018-07-07,45874580,6,4,95
2018-07-08,42500818,10,3,69
2018-07-09,38516833,4,2,81
2018-07-10,37718366,23,3,118
2018-07-11,37142362,20,2,131
2018-07-12,37206930,29,10,113
2018-07-13,38446790,22,3,97
2018-07-14,39588690,17,3,99
2018-07-15,40517175,13,8,114
2018-07-16,40461418,16,7,85
2018-07-17,36146694,17,7,96
2018-07-18,38358371,11,8,109
2018-07-19,36954254,18,9,122
2018-07-20,38700190,24,10,100
2018-07-21,37844750,11,8,79
2018-07-22,39116837,20,6,99
2018-07-23,37637854,17,5,104
2018-07-24,37337653,28,4,122
2018-07-25,38777566,12,8,105
2018-07-26,37409241,24,5,152
2018-07-27,37413829,17,12,105
2018-07-28,39580213,18,6,89
2018-07-29,42440055,11,3,97
2018-07-30,37174553,15,9,100
2018-07-31,37166434,36,4,153
2018-08-01,38380509,30,5,125
2018-08-02,37296293,22,5,89
2018-08-03,38530522,13,3,80
2018-08-04,38009365,22,7,91
2018-08-05,39097383,16,5,82
2018-08-06,37007021,15,3,123
2018-08-07,36273880,16,5,95
2018-08-08,38390066,26,5,69
2018-08-09,37706915,11,4,78
2018-08-10,39218348,35,8,91
2018-08-11,38510730,33,7,91
2018-08-12,38963293,19,5,87
2018-08-13,36856993,17,12,114
2018-08-14,37345132,37,8,114
2018-08-15,37692996,20,11,96
2018-08-16,38314965,24,11,107
2018-08-17,39172563,27,9,88
2018-08-18,38089726,19,8,97
2018-08-19,38911287,18,4,178
2018-08-20,37631355,14,6,99
2018-08-21,36971813,18,5,120
2018-08-22,35968159,34,3,127
2018-08-23,36791772,34,10,94
2018-08-24,37647329,32,12,87
2018-08-25,39605535,12,8,83
2018-08-26,40840041,13,4,68
2018-08-27,37156172,29,9,131
2018-08-28,35651387,23,3,138
2018-08-29,36038450,14,2,144
2018-08-30,36552837,19,2,134
2018-08-31,37819705,34,7,92
2018-09-01,38653160,21,8,95
2018-09-02,38999094,22,5,105
2018-09-03,36873345,19,7,106
2018-09-04,44368798,19,10,135
2018-09-05,36850335,12,4,145
2018-09-06,40890548,17,6,93
2018-09-07,38523403,16,5,78
2018-09-08,39199140,15,8,72
2018-09-09,41467036,16,11,68
2018-09-10,37267080,10,4,84
2018-09-11,36821661,17,3,93
2018-09-12,36369523,17,3,106
2018-09-13,37307549,20,5,102
2018-09-14,38151946,13,7,118
2018-09-15,39143946,15,7,96
2018-09-16,40308785,19,8,125
2018-09-17,41141896,13,3,111
2018-09-18,35940012,21,3,134
2018-09-19,34927145,17,2,105
2018-09-20,34836667,15,5,101
2018-09-21,35040478,14,4,106
2018-09-22,37936075,22,4,111
2018-09-23,38707655,37,5,69
2018-09-24,39187604,18,0,97
2018-09-25,36001594,22,5,186
2018-09-26,35401327,23,6,102
2018-09-27,34720904,18,6,140
2018-09-28,35490601,17,10,99
2018-09-29,37872945,8,3,69
2018-09-30,43853635,16,3,47
2018-10-01,38963665,6,3,88
2018-10-02,35161008,18,3,82
2018-10-03,35504488,9,4,80
2018-10-04,36419426,26,2,81
2018-10-05,35328335,15,6,91
2018-10-06,37852806,23,7,99
2018-10-07,39571727,20,4,85
2018-10-08,37644984,20,4,66
2018-10-09,34624780,20,10,123
2018-10-10,34836834,27,7,199
2018-10-11,34715599,27,5,96
2018-10-12,35125695,27,9,77
2018-10-13,36286464,22,6,82
2018-10-14,37618374,13,7,64
2018-10-15,35114504,19,2,138
2018-10-16,34705164,19,3,107
2018-10-17,35273558,25,11,168
2018-10-18,34910328,15,3,106
2018-10-19,36100389,12,6,84
2018-10-20,36816444,9,3,100
2018-10-21,38633288,31,5,92
2018-10-22,34521029,10,2,73
2018-10-23,34405371,13,5,85
2018-10-24,34687539,18,4,99
2018-10-25,35317570,16,2,88
2018-10-26,35287108,21,7,112
2018-10-27,37068190,16,6,74
2018-10-28,38086995,55,2,75
2018-10-29,34605473,48,1,156
2018-10-30,34660750,54,8,220
2018-10-31,36478688,46,10,131
2018-11-01,35880390,28,2,80
2018-11-02,35217782,27,3,80
2018-11-03,36924030,16,6,140
2018-11-04,37542211,18,5,136
2018-11-05,34422511,19,5,214
2018-11-06,35132724,23,8,96
2018-11-07,35236905,22,10,84
2018-11-08,34984770,19,8,104
2018-11-09,36037421,32,10,106
2018-11-10,37952793,8,8,72
2018-11-11,39647796,22,11,111
2018-11-12,34931484,22,9,138
2018-11-13,34953191,17,9,108
2018-11-14,35733642,13,5,118
2018-11-15,35366484,14,6,148
2018-11-16,36124464,15,9,104
2018-11-17,37054555,15,5,70
2018-11-18,38055307,18,7,115
2018-11-19,35348736,12,10,97
2018-11-20,34703832,20,11,131
2018-11-21,35234000,21,9,124
2018-11-22,34987628,19,5,153
2018-11-23,37235225,15,8,92
2018-11-24,37086456,19,5,75
2018-11-25,37851743,28,10,130
2018-11-26,34548385,13,3,90
2018-11-27,35752416,20,5,71
2018-11-28,35128882,37,8,113
2018-11-29,34910762,26,5,126
2018-11-30,36376292,26,11,149
2018-12-01,39195807,19,14,115
2018-12-02,41103860,9,3,106
2018-12-03,37135539,27,3,132
2018-12-04,38560701,30,3,92
2018-12-05,40706929,42,9,103
2018-12-06,38801249,35,8,116
2018-12-07,39555969,27,9,84
2018-12-08,39598422,29,7,97
2018-12-09,40549112,23,4,156
2018-12-10,37807597,29,3,138
2018-12-11,37632375,17,7,110
2018-12-12,39962155,22,6,105
